REFCODES,HOMO-LUMO GAP,SMILES
INOKAY,3.3903,CN1c2ccccc2N=C1N1C=C(N=N1)C1=Nc2ccccc2N1C
INOKIG,3.5469,Oc1cccc2C(=O)C=C(Cl)C(=O)c12
IPACIM,3.5784,FC(F)(F)c1ccc2ccc3ccc(nc3c2n1)C(F)(F)F
IPEXIL,2.8733,CCCCCCCCOc1cc(OCCCCCCCC)c(cc1NC(=O)c1ccc(c(OC)c1OC)N(=O)=O)C(=O)Nc1cc(C)ccc1OC
IPOJUT,1.8435,CCCCCCCCc1ccc2c(c1)c1ccc3c4cc(CCCCCCCC)ccc4c4c5ccc(CCCCCCCC)cc5c5ccc6c7cc(CCCCCCCC)ccc7c2c2c1c3c4c5c62
IPUPUE01,4.0065,CCOC(=O)C(C)(C)C1(OC(C2COC(C)(C)O2)C2OC(C)(C)OC12)N=[N+]=[N-]
IPUQAL,1.4052,CCOC(=O)C(C)(C)C1(OC(C2COC(C)(C)O2)C2OC(C)(C)OC12)N=[N+]=[N-]
IQABEI,2.139,CN(C)C(=O)c1ccc(cc1)C(=O)N(C)C
IQAMIX,3.8232,COc1cccc2C(OC(Oc3ccccc3)(c3ccccc3)c12)=NC(C)(C)C
IQAMOD,4.0257,CC(=O)OC1CC(O)C(O)C(OCc2ccccc2)C1NC(=O)OC(C)(C)C
IQAMUJ,3.4148,ONC(=O)CCCCCCC(=O)Nc1ccccc1
IQAROI,3.6383,CC(C)(CO)N1C=NN=N1
IQEXAE,4.3872,N#CC(C#N)=C1C=C(c2ccccc2)C2(C1C1C(C2C(=C1c1ccccc1)c1ccccc1)=C(C#N)C#N)c1ccccc1
IQILAW,4.0601,N#CC(C#N)=C1C(=C(c2ccccc2)C(=C1c1ccccc1)c1ccccc1)c1ccccc1
IQUJEK,4.6278,OC1(CC(C=C1c1ccccc1)=C(C#N)C#N)c1ccccc1
IRABEJ,1.8321,CC1(C)OCC2(O1)C(O)C(C(C1OC(C)(C)OC21)N(=O)=O)C1=CC=CO1
IRABOT,1.3124,CCC=C1C(=O)N(CCC2=CNc3cccc1c23)Cc1ccc(OC)cc1
IRABUZ,2.3335,CCCCCCOC(=O)c1cc(nc2ccccc12)c1cc(C(=O)OCCCCCC)c2ccccc2n1
IREJIZ,2.9911,OC1CCC(CC1N1C(=O)c2ccccc2C1=O)Nc1ccccc1
IRIHAT,3.1384,COC(=O)C1=CCC2CC3=C(CCCC3=O)OC2(C)CC=C1C(=O)OC
IRIVEL,2.708,Oc1cc(Cl)c(c(Cl)c1)N(=O)=O
IRUXEZ,1.3002,Clc1ccc(Cl)c(c1)c1c(Cl)ccc(Cl)c1Cl
IRUXUP,2.8192,Cc1c(N)cc(cc1N(=O)=O)N(=O)=O
IRUYEA,1.4807,Clc1ccc(cc1)C(=C1C=CC=C1)c1ccc(Cl)cc1
IRUYIE,4.0152,Brc1ccc(cc1)C(=C1C=CC=C1)c1ccc(Br)cc1
ISAXUV01,2.4104,COC1C(C)C2C(C(C(=O)OC)C3=C2c2ccccc2O3)c2ccccc12
ISEDAM,1.9766,O=C(NCCN(CCNC(=O)Nc1ccc(cc1)C#N)CCNC(=O)Nc1ccc(cc1)C#N)Nc1ccc(cc1)C#N
ISEDEQ,1.8888,COC(=O)C1c2cc(cc(Cc3cc(cc(Cc4cc(cc(Cc5cc(cc1c5OC)C(C)(C)C)c4OC)C(C)(C)C)c3OC)C(C)(C)C)c2OC)C(C)(C)C
ISOSEP,3.667,O=C(OC(CN=[N+]=[N-])(CN=[N+]=[N-])CN=[N+]=[N-])c1cc(cc(c1)C(=O)OC(CN=[N+]=[N-])(CN=[N+]=[N-])CN=[N+]=[N-])C(=O)OC(CN=[N+]=[N-])(CN=[N+]=[N-])CN=[N+]=[N-]
ISOWET,3.1486,CC1CCCCC2C(CC(=O)O1)C(O)CCC2=O
ISOWIX,3.9516,CC1CCCCC2C(CC(=O)O1)C(O)C=CC2=O
ITINOO,3.0727,CCC1=C(C)C2=CC3=CC=C(O3)C=C3C=C(C=C4N=C(C=C1N2)C(=C4C)CC)c1ccccc31
ITOLOT,3.7735,CCCC(C=O)=CC1=CC=C(O1)C=C1C=C(C=O)c2ccccc12
ITOLUZ,2.7307,CCc1cc2OCOc2cc1C1C(=O)C=CC21CCCN2c1ccc(OC)cc1
ITUCOQ,1.8023,CN1C2CC(=C3C4=C5COCC65C=CC(CC4(C)C43COCC4(C=C2)C1=O)N(C)C6=O)C
ITUDAD,1.5614,CN1C=CC2C(C)(C#C)C3COCC23C1=O
ITUNAN,1.84,N#Cc1ccc(cc1C#N)c1ccccc1
IVAFAN,3.3915,COc1ccc(C=NCC2=CC=C(C)O2)cc1O
IVAFER,3.5324,CC1=CC(=C(O1)OC(=O)Oc1ccccc1)c1ccccc1
IVASAA,3.1924,COc1cc2CC3CCC(CC3(c3ccccc3)c2c(OC)c1)OC(=O)c1ccc(cc1)N(=O)=O
IVEFOF,2.8355,COc1cc2CC3CCC(CC3(c3ccccc3)c2c(OC)c1)OC(=O)c1ccc(cc1)N(=O)=O
IVICOG,3.5275,CCC1(CC)CC(C)(C)C2=C1C(=O)C1=C(C2=O)C(C)(C)CC1(CC)CC
IVINOR,1.5025,Cc1ccccc1CNc1ncnc2N=CNc12
IVINUX,1.6389,CCc1c(C)c(nc(C(C)C)c1C)C(C)C
IVIQOU,1.6579,O=C1CCN2C(=O)N(C(=O)c3ccccc23)c2ccccc2C1=O
IVOGIK,3.7345,O=C1CCCN2C(=O)N(C(=O)c3ccccc23)c2ccccc2C1=O
IWATIJ,4.0871,Cc1cccc2C(=O)C(=O)CCCN3C(=O)N(C(=O)c4ccccc34)c12
IWIGAX,2.4711,COc1ccc2N3CCCC(=O)C(=O)c4cccc(C)c4N(C3=O)C(=O)c2c1
IWIGIF,2.3601,CC(C)COC(=O)c1ccc(NC(=O)c2ccc(c(OCC(C)C)c2)N(=O)=O)c(OCC(C)C)c1
IWIGOL,2.3879,CC(C)COc1cc(ccc1NC(=O)c1ccc(c(OCC(C)C)c1)N(=O)=O)C(O)=O
IWIGUR,2.2849,COC(=O)c1ccc(NC(=O)c2ccc(c(OC(C)C)c2)N(=O)=O)c(OC(C)C)c1
IWONOY,2.1678,CCC(CC)COc1cc(ccc1NC(=O)c1ccc(c(OCC(CC)CC)c1)N(=O)=O)C(=O)OC
IWONUE,2.2414,CC(C)OC(=O)c1ccc(NC(=O)c2ccc(c(OC(C)C)c2)N(=O)=O)c(OC(C)C)c1
IWOPAM,2.2227,COC(=O)c1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(cc3OCC(C)C)C(=O)OC)c2OC)c(OCC(C)C)c1
IWOPEQ,2.1857,ON(CCc1ccccn1)CCc1ccccn1
IWOPIU,2.2053,C(N1C=C(N=N1)c1ccccn1)c1c2ccccc2cc2ccccc12
IWOPOA,2.7051,C(N1C=C(N=N1)c1c2ccccc2cc2ccccc12)c1ccccn1
IXAHIY01,3.4929,O=N(=O)c1ccc(Oc2ccc(cc2)N(=O)=O)cc1
IXEQIM,2.2572,COC(=O)C(Nc1ccc(cc1N(=O)=O)N(=O)=O)C(O)C(C)C
IXESEK,2.2164,O=C(OCc1cc2OCCOCCOCCOCCOc3cc(COC(=O)c4ccccn4)cc(OCCOCCOCCOCCOc(c1)c2)c3)c1ccccn1
IXOGAD01,2.8981,COc1ccc(cc1)C(=O)OCC1CN1c1ccc(cc1)C#N
IYIYOF,2.4312,CNC(=O)C(NC(C)=O)=Cc1ccccc1
IYOMOZ,2.311,O=C1NC2C(N(CCN2N(=O)=O)N(=O)=O)N1N(=O)=O
IYUKIX,3.5126,CN1C(=O)C23OC4C(C(=O)C(C=O)(c5cccc1c25)C(C)(C=C)C4=O)C3(C)C
IYUXIK,2.914,COc1cc2C3c4cc(OC)c(OC)cc4C4c5cc(OC)c(OC)cc5C(c2cc1OC)C34C
IZAKAV,3.7938,CC(O)C1(C(C)O)C23CCCC12C=CC=C3
IZICAW,2.9586,COC(=O)c1ccc(cc1)C(=O)C1C(COCc2ccccc2)C1COCc1ccccc1
IZINIO,3.477,Fc1c(F)c(F)c(C#Cc2ccc(Br)cc2)c(F)c1F
JACZIX,3.3715,Fc1c(F)c(F)c(C#Cc2ccc(Cl)cc2)c(F)c1F
JAKWUO,2.6391,Fc1c(F)c(C#Cc2ccccc2)c(F)c(F)c1I
JALKUD,2.8773,Fc1c(F)c(C#Cc2ccccc2)c(F)c(F)c1Br
JALLAK,2.8972,CC1(C)CC(C)(C2CCCO2)C2(OC(=O)OC12)c1ccccc1
JALLEO,2.8687,COc1ccc2C3CC(C)(C)c4cc(OC)ccc4C3CC(C)(C)c2c1
JALLIS,2.9032,Fc1ccc2C3CCc4cc(F)ccc4C3CCc2c1
JANYON01,4.8007,CC1C(CC(C)(C)c2ccccc12)c1ccccc1
JAPXUU,4.0448,CC1CCC2(OC(=O)CC2C1)C(C)(C)O
JAPYEF,4.3599,Cc1cc(C)c(C=C(C#N)c2ccccc2)c(C)c1
JAPYOP,4.6624,CN1c2cc(C)c(C)cc2N=C2C(=O)N(Cc3ccccc3)C(=O)N=C12
JASJAP,5.1803,CC(C)(C)c1ccc(cc1)c1ccccc1c1ccccc1c1ccc(cc1)C(C)(C)C
JAVYUB,2.7954,C1CCC2N=Cc3cccc(C=NC4CCCCC4N=Cc4cccc(C=NC2C1)n4)n3
JAWTUX,2.072,COc1ccc(cc1)C=C1N=C(N(C)C1=O)c1ccccc1
JAXHEW,3.6167,COc1ccc(cc1)C=C1N=C(C)N(c2ccccc2)C1=O
JAXHUM,3.1936,CC(=O)OC1C2CC3CC(C2)CC1(C3)OC(C)=O
JAXJIC,1.9495,CC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
JAXJOI,2.1881,COc1cc(OC)c2C(=O)C(=C(Oc2c1)c1ccccc1)OC
JAXMIF,5.0834,CC(CO)C(O)C(C)(C)C
JAYFUL,5.1422,N1C2=CC=C1C(=C1NC(=C(C3=CC=C(N3)C(=C3C=CC2=N3)c2ccccc2)c2ccccc2)C=C1)c1ccccc1
JAYMUS,2.5959,O=C1Oc2ccccc2C2C(CC12C(=O)c1ccccc1)c1ccccc1
JEDBUQ,5.901,CC(C)C(C(C#N)c1ccc2OCOc2c1)N1CCOCC1
JEDZEY,2.2651,CCC(C#N)(C(N1CCCCC1)c1cccc2ccccc12)c1ccccc1
JEFBEC,1.5805,CC(C)C(C(C#N)c1ccc2OCOc2c1)N(Cc1ccccc1)Cc1ccccc1
JEJSOH,3.0737,CC1CCC2(C)C(CC(=O)C=C2C)C1(C)CCC(C)=CC(O)=O
JEKYAA,3.6954,CC1CCC2(C)C(CCC(O)C2(C)O)C1(C)CCC(C)=CC(O)=O
JEKYII,2.7513,CC1(C)c2ccc3OCCOCCOc4ccc(cc4)N=Nc4cc1ccc4OCCOCCOc1ccc(cc1)N=Nc3c2
JEKYOO,3.5698,CC(C)C(C(C#N)c1ccc2OCOc2c1)N(Cc1ccccc1)Cc1ccccc1
JELQOH,2.8904,CC(C)(C)c1ccc(cc1)C1=NN=C(O1)c1ccc(Br)cc1
JELQUN,3.9593,Clc1ccc(cc1Cl)C1CCC(=O)c2ccccc12
JEMLOD,1.763,CCCCCCN1CCCc2cc(ccc12)C1=C(C#N)C(OC1(C)C)=C(C#N)C#N
JEMPOH,3.4782,CCOCCCN1CCCc2c1ccc1cc(ccc21)C=CC1=C(C#N)C(OC1(C)C)=C(C#N)C#N
JEQRON,2.9439,Oc1ccccc1N=CC1=CC=CN1
JEQVUX01,2.9759,CC#CCC12CCC3CC13CC(=O)CC2
JETFOE,1.8934,CC1=NC2=S(S1)SC(=C2)c1ccccc1
JETGEV,1.3995,CN1C(=O)N=C2N(CC(OC(C)=O)C(OC(C)=O)C(COC(C)=O)OC(C)=O)c3cc(C)c(C)cc3N=C2C1=O
JETLIE,2.3727,CC1(CC1)C1(CC1)C1(CC1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
JEWQOS,3.7165,CC1(CC1)C1(CC1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
JEYHOL,2.3711,CN1CCN(C)c2c(Br)c(F)c(F)c(Br)c12
JEYNAD,2.1385,Cc1ccc2CCC3(C)CCC(=O)C3(C)c2c1
JIMHIX,2.4329,COC12CC(C)C(C=NO)C3CCCC(CO1)C23COCc1ccccc1
JIMHOD,2.6184,C1CN=Cc2cccc(C=NCCOCCN=Cc3cccc(C=NCCO1)n3)n2
JIMTUV,3.4539,CCOC(=O)C1=C(C)OC(=C(C#N)C1c1cccc2ccccc12)N
JIPDIW,3.728,O=N(=O)c1cccc(C=CN2c3ccccc3c3ccccc23)c1
JIPDOC,4.5184,CC(C)(C)c1cccc2CCC3=CCC4=C(C3c12)C(=O)C=CC4=O
JIPWEL,3.1703,O=Cc1ccc2c3ccc(cc3C3(c4ccccc4c4ccccc34)c2c1)N(c1ccccc1)c1ccccc1
JIRSUZ,2.8655,COC(=O)C1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(=O)C5CCC34C)C2C1
JIRTEK,1.8739,CN1N=C(Cl)c2cc(Cl)ccc12
JISXUF,1.2549,O=N(=O)c1ccc(NN=C2CCCCCCCCCCCC2)c(c1)N(=O)=O
JITLOO,2.016,CCOC(=O)CC(Cc1ccc2OCOc2c1)(C(=O)OC)C(=O)OC
JOCXIJ,3.7538,COC(=O)C1CCC2(C)C(CC(O)C3(O)OC(CC1(C)C23)C1=COC=C1)C(=O)OC
JODKOE,2.8644,N#Cc1ccc(cc1)C=NCCCN=Cc1ccc(cc1)C#N
JODLUK,2.119,OC1C(OC(=O)c2ccccc12)C1CCCCC1
JODMIZ,3.5976,CC(O)(C#Cc1ccccc1)c1ccccn1
JODPUO,4.2055,Brc1c(Br)c2ccc3c(Br)c(Br)c4ccc5ccc1c1c5c4c3c21
JOFGAN,3.0969,Brc1ccc(cc1)C1=CC(=O)CC1
JOFROM,3.7448,CN1CCCC2=NN(C(=O)N2C1)c1ccccc1
JOGFAN,3.6677,O=C(C=C1c2ccccc2c2ccccc12)c1ccccc1
JOGMUO01,2.6673,CC1=C(OC(=O)Oc2ccccc2)N(C(=O)Oc2ccccc2)c2ccccc12
JOGVUY,2.4024,CN1C(=C(c2ccccc2)c2ccccc12)OC(=O)Oc1ccccc1
JOJKEY01,3.7411,CC(C)C1=C(OC(=O)Oc2ccccc2)N(Cc2ccccc2)c2ccccc12
JOJXEM,2.1403,COc1ccc(cc1)C(=N=[N])C(=O)OC(C)(C)C
JOKKOK,3.5497,Fc1ccc2c(c1)N(c1ccc(Cl)cc1)C(=C2C#N)C1=CC=CO1
JOKLAX,3.3016,Fc1c(F)c(C#N)c(F)c(C#N)c1F
JOKLOL,3.4486,CC12CCC3C(CCC4=CC(=O)C5CCCC34C5)C1CCC2=O
JOKZOZ,2.0264,Sc1ccccc1
JOZXIH,2.659,Nc1c(cc(c(c1N(=O)=O)C(F)(F)F)N(=O)=O)N(=O)=O
JUBKIA01,3.6164,Nc1c(cc(c(Br)c1N(=O)=O)N(=O)=O)N(=O)=O
JUGCUJ,2.8423,C1CC21C=CCC12N(N=C(N1c1ccccc1)c1ccccc1)c1ccccc1
JUJPEL,2.919,CCOc1ccccc1C(=O)C=Cc1c2ccccc2cc2ccccc12
JUPRUH,2.1563,O=C(N1N=C(NN=C1c1ccccc1)c1ccccc1)c1ccccc1
JUPSOC,4.2644,COc1cccc2C=C(Oc12)c1ccc(cc1)N(=O)=O
JUQKUB,2.1866,COc1cc(ccc1OCc1ccc(cc1)N(=O)=O)C=NCC1=CC=CO1
KABHUS,1.863,COc1ccccc1OCc1cccc(COc2ccccc2OC)c1
KABROW,2.3427,CN1CC(=Cc2ccc(cc2)N(C)C)C(=O)C(C1)=Cc1ccc(cc1)N(C)C
KACNAF,2.0957,Cc1cccc(c1Oc1c(C=O)cccc1C=O)C(C)(C)C
KACNIN,1.8983,CCCCc1c2cccc3cccc(c23)c2c(CCCC)c3cccc4cccc(c34)c12
KACQEL,3.7322,COC(C(C)C(=O)N1C(COC1=O)Cc1ccccc1)c1ccc(cc1)N(C)C
KADNEI01,2.0551,Brc1ccc(cc1)C1=C(C=CS1)N(=O)=O
KAGDIH,2.5651,COCOC(C)C(=O)N(c1ccc(cc1)N(=O)=O)c1ccccc1C(C)(C)C
KAGGIK,1.4687,c1ccc2c(c1)N(c1ccc(cc1)c1ccc(cc1)N1c3ccccc3c3ccccc13)c1ccccc21
KAJQAP,3.0538,OC12CC=CCC1(O)CC1(O)CC=CCC1(O)C2
KAKMIU,2.5808,OC1=CC=CC(=CNc2cccc3ccccc23)C1=O
KALQEU,2.756,N1c2ccccc2OC2(Nc3ccccc3OC12c1ccccc1)c1ccccc1
KANYUU01,2.5163,CN(C)C=NN1N=NN=C1C
KARCOW,4.0997,CCCCCCC12C=C(C(=O)C1C2C(=O)N1C(COC1=O)c1ccccc1)c1ccccc1
KATKAS,1.6072,CC(=O)OCC1OC(C=CC1OC(C)=O)C(=C)C(=C)C1OCC(OC(C)=O)C=C1
KAXDOD,3.3216,CC1(C)OCC(O1)C1OC2OC(C)(C)OC2C1OCC1=CN(N=N1)C1OC(C2COC(C)(C)O2)C2OC(C)(C)OC12
KAXWOW,3.6995,Nc1ccc(cc1)c1ccc(cc1)N(=O)=O
KAYCAP,2.5553,COc1cccc2CCC3(Cc4c(O3)ccc3ccccc43)Oc12
KEBFON,3.7989,CC(=O)OCC1OC(C=CC1OC(C)=O)C(=C)C(=C)C1OCC(OC(C)=O)C=C1
KECHIK,4.2645,OC1CC2CCC1C(=O)C2
KEFLEM01,2.1375,CC(C)(C)OC(=O)N1C(=O)CC2CC(O)C(C=C12)c1ccccc1
KEFYEA,3.0124,CC(NC1(CCC1OCc1ccccc1)C#N)c1ccccc1
KEGGAF,3.7607,COC1OC(C)C(OC(=O)c2ccccc2)C2OC(C)(C)OC12
KEGHAG,3.7625,COC1CC2C=CC3C=CC4COC(=O)C4C3C2O1
KEGXUQ,3.993,CC(=O)OCC1OC(Nc2ccccc2N(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
KEHYIG,4.0306,CC(=O)OCC1OC(Nc2cccc(c2)N(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
KELXOP,3.5335,CC(=O)OCC1OC(Nc2ccc(cc2)N(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
KENTON,4.8718,CC(=O)OCC1OC(C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)N(C(C)=O)c1ccccc1N(=O)=O
KEPHOD,2.4737,CC(=O)OCC1OC(C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)N(C(C)=O)c1ccc(cc1)N(=O)=O
KEPHUJ,2.3518,CN1C(Cc2ccccc2)C=CC(Cc2ccccc2)C1=O
KEPJAR,2.792,CC(=O)C(=CN)C(C)=O
KEPJEV,2.5261,COc1cccc(C=O)c1OCc1ccccc1
KEPJOF,2.6491,CC(C)CN1C(=O)c2ccccc2C1=O
KEPLUN,4.2017,COc1ccccc1CN1C(=O)c2ccccc2C1=O
KEQPUS,2.9991,COC(=O)COc1ccc2ccc(OCC(=O)OC)cc2c1
KERDUH,2.8987,CC(=O)OCC(N1N=C(C)C=C1C)(N1N=C(C)C=C1C)C(O)=O
KERMIE,3.0145,CCOC1CC2N(O1)C(COC2=O)c1ccccc1
KERPAZ,2.2611,Fc1c(F)c(F)c(c(F)c1F)C1=C(Br)SC(=N1)C1=NC(=C(Br)S1)c1c(F)c(F)c(F)c(F)c1F
KERVAF,3.4247,Fc1c(F)c(F)c(c(F)c1F)C1=CSC(=N1)C1=NC(=CS1)c1c(F)c(F)c(F)c(F)c1F
KETJAV,4.5557,CC(C)(C)C1Cc2ccc3ccccc3c2C1=C1C(Cc2ccc3ccccc3c12)C(C)(C)C
KETNAZ,3.8337,CNC(=O)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(=O)NC
KETVOW,2.5089,CCOC(=O)CN1C(=O)C(=O)c2ccccc12
KETVUC,2.6632,Cc1cc2CCC(=O)c2c(C)c1Br
KEVDUL,1.5429,c1ccc(cc1)c1ccc(cc1)C(c1ccccc1)=C(c1ccccc1)c1ccc(cc1)c1ccccc1
KEVPAD,4.3311,COC1(OC)c2c(c3c(c4c2C(OC)(OC)C4(OC)OC)C(OC)(OC)C3(OC)OC)C1(OC)OC
KEZKAC,2.0576,COc1cc(O)c(C(=O)C=Cc2ccccc2)c2OC3C(C(CCC3=O)C(C)C)c12
KICKAK,3.5693,CC1ON(C(C1CNC(C)c1ccccc1)c1ccccc1)c1ccccc1
KIDJOX,2.4327,O=C(Oc1ccc(cc1)N(=O)=O)N1C2CCCCC2N(C(=O)Oc2ccc(cc2)N(=O)=O)C1=O
KIDSEW,3.9947,CCC1C(C)C(C(C)C=C1c1ccc(C)cc1)C(O)=O
KIHMEU,2.1683,FC(F)(F)C1=C2c3nc(nc4ccc5nc(nc(c5c34)C2=C(O1)C(F)(F)F)C(F)(F)F)C(F)(F)F
KIJDAJ,3.3135,FC(F)(F)C1=C2c3nc(nc4c5N6C=CC=CC6=C(c5c5nc(nc(C2=C(O1)C(F)(F)F)c5c34)C(F)(F)F)C(F)(F)F)C(F)(F)F
KIKRAY,3.254,O=Cc1ccc(OCC(=O)NCC2=CCC=CC2)cc1
KIKTUU,3.8125,COc1ccc2N(C=Cc2c1)C(=O)c1ccccc1OC
KILSAB,2.4469,CCOC(=O)C(=Cc1ccccc1)N1N=C(C=C1C)c1ccccc1
KILSOP,2.0778,COCC(N1C(=Cc2ccccc12)C1CC(=O)C=CN1c1ccccc1)c1ccccc1
KIRTIP,3.0702,O=N(=O)c1ccc(NN=C2CCCCCCCCCCCCCC2)c(c1)N(=O)=O
KIRXUF,2.9294,CC1(C)Oc2cc3OC=C(C(=O)c3c(O)c2C=C1)c1ccc(O)cc1
KITNOR,2.2705,CC1=C(C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC2=C(C)CCCC2(C)C)C(C)(C)CCC1
KITXIV,2.6975,CC(=CCC1C(=C)CCC2C1(C)CCCC2(C)C(O)=O)C(O)CO
KIWXOE,2.104,CC(C)(C)C1=CC2(OC(=O)C3(C2C(=CC3=O)C(C)(C)C)C(C)(C)C)C(=O)C(=C1)C(C)(C)C
KIXFIH,2.6197,COC(=O)C(NC(=O)OCc1ccccc1)C1C(C2CCCCC2)C1C(=O)c1ccccc1
KIXMOU,1.1571,CC(C)(CN=Cc1ccc(cc1)C#N)CN=Cc1ccc(cc1)C#N
KIXNAH,4.5423,COC(=O)C(=O)c1cccc2ccc(OCc3ccccc3)cc12
KIYVIY,2.017,CN(C)c1ccc(cc1)C(=O)c1ccccc1
KIZHEH,3.1484,CC1=Nc2c(Br)cc(Br)cc2C1(C)C
KODWOQ,2.9397,Clc1ccc2C(=O)C(=COc2c1)C=O
KOFBOX,2.5136,C1=CN2N=C3C=CC=NC3=C2N=C1
KOFHET,2.6579,FC(F)(F)c1ccc(cc1)C1=C2C=CC=CC2=C(O1)C1=C2C=CC=CC2=C(O1)c1ccc(cc1)C(F)(F)F
KOFRII,3.4149,COc1ccc(cc1)C1=C(c2ccc(OC)cc2)c2cc3OC(=C(c4ccc(OC)cc4)c3cc2O1)c1ccc(OC)cc1
KOJCIX,2.5002,COc1ccc(cc1)C1=C(c2ccc(OC)cc2)c2cc(C)c(C)cc2O1
KOJGUM,2.7404,CCCCCCOc1ccc(cc1)C1=C(c2ccc(OCCCCCC)cc2)c2cc(C)c(C)cc2O1
KOKMIH,1.2402,COc1ccc(cc1)N1N=NC(=N1)c1ccc(OC)cc1OC(C)C
KOKRIM,2.2618,CN1CCC23CC(=O)CCC2(C1)Cc1ccc(O)cc31
KOKSAF,2.7681,OC(=O)C1CC=C2CCC=CC3COC(=O)C1C23
KOKSEJ,2.7587,CCOC(=O)C1=NOC(=C1C(C)=NNc1ccc(cc1N(=O)=O)N(=O)=O)COCc1ccc2ccccc2c1
KOLBOD,2.9122,c1ccc2c(c1)cc1ccccc1c2c1c2ccccc2cc2ccccc12
KOMMIJ,3.3584,Fc1c(F)c(F)c(N2C(=O)c3cc(Cl)c4c5c(Cl)cc6C(=O)N(C(=O)c7cc(Cl)c(c8c(Cl)cc(C2=O)c3c48)c5c67)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
KOMQAF,4.6504,CN1C(=NC=C1N(=O)=O)C1=C(N=C(N1O)c1ccc(F)cc1)c1ccccc1
KOMSEL,1.7722,Fc1ccc2CCCC(=C(Br)c2c1)C=O
KUBWAF01,2.2764,CC(=O)OC1=CC(=O)OC(=C1)C=Cc1ccccc1
KUCGUL,2.9958,CC(=O)OC1=CC(=O)OC(=N1)C=Cc1ccccc1
KUCKOK,4.0361,CCCCCCN(CCCCCC)c1ccc(cc1)C#Cc1ccc(cc1)N=Nc1ccc(cc1)C#Cc1ccc(cc1)N(CCCCCC)CCCCCC
KUDSEI,2.0869,CN1c2cccc3cccc(N(C)C1(C)CCC1(C)N(C)c4cccc5cccc(N1C)c45)c23
KUFNOO,2.2881,ON1C2CCCC31CCCC3CO2
KUFNUU,2.4903,CCC(O)C(C)C(O)C1CCCCC1
KUJSOY,1.4159,Fc1cc(F)c(cc1N(=O)=O)N(=O)=O
KUKDIE,2.7464,Nc1ccc(F)c(Cl)c1
KUKFIG,5.3147,Fc1c(F)c(F)c(N#[C])c(F)c1F
KUKYAR,6.0114,CN(C)c1ccc(C=O)c2c(C=O)ccc(N(C)C)c12
KUMSOA,2.2132,CC1=NN(c2ccccc2)C2=C1CCC(=N2)c1ccc(Br)cc1
KUMTER,2.5342,COC1(CO)CC23CCC4C5=C(CCC4(C)C2CCC1C3)OC=C5
KUMXOF,4.1471,CCOC(=O)c1ccc2N(C(=Nc2c1)c1ccc(OC)cc1)C(C)(C)C
KUPHIM01,2.0732,CN1C(=O)c2ccccc2C2(OC3(OC(=NC23)c2ccccc2)c2ccccc2)C1=O
KUQZIG,2.8747,COc1ccc2C(=O)c3c(O)cc(OC)c(c3Oc2c1O)C(C)(C)C=C
KUSQIZ,4.4434,CCOC(=O)c1ccc(NCCO)c(c1)N(=O)=O
KUSTIC,3.4905,Clc1ccc(c(Cl)c1)C1=NOC(=N1)c1ccccc1
KUSXOM,3.1548,CCCCNc1nc(C)cc(n1)c1ccccc1
KUSZOO,2.6319,CC(=C)C1CCC2(C)C(CCC3C(CCC23C)C2(C)CCC(=O)O2)C1(C)CCC(O)=O
KUTGAI,2.337,Cc1ccc2OC(=CC(=O)c2c1)c1ccc(Br)cc1
KUTGUC,1.3994,O=C(C=Cc1c2ccccc2cc2ccccc12)C1=CC=CO1
KUTKIU,2.8957,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1
KUTMIW,4.8803,CCOC(=O)c1c2ccc3c(c4ccc5c(C(=O)OCC)c(C(=O)OCC)c6ccc7c(c8ccc(c1C(=O)OCC)c1c2c3c2c4c5c6c7c2c81)c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C
KUVDEL,3.2406,CCCCCCOc1ccc(cc1)C1CC(=NN1C(C)=O)c1ccccc1
KUVMOE,1.8479,Ic1cccc2cc3cccc(I)c3cc12
KUVQEY,2.1054,COc1cc2CC(=Cc3ccccc3)C(=O)c2cc1OC
KUWDAI,1.8511,COc1cc2CC3(C(C(NC43C(=O)Nc3ccccc43)c3ccccc3)c3ccccc3)C(=O)c2cc1OC
KUZCIS,2.774,COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2OC)c(OC)c1OC
KUZFAN,2.1905,COc1cc(OC)c(C=CC(=O)C2=CC=CO2)c(OC)c1
